Temporada,Rodada,Mandante,Visitante,Mandante Placar,Visitante Placar
2009,34,santos,náutico,3,1
2009,34,sport,cruzeiro,2,3
2009,34,vitória,avaí,0,1
2009,35,avaí,corinthians,3,1
2009,35,barueri,botafogo-rj,3,0
2009,35,coritiba,atlético-mg,2,1
2009,35,cruzeiro,grêmio,1,1
2009,35,fluminense,athlético-pr,2,1
2009,35,goiás,santo andré,3,1
2009,35,internacional,santos,3,1
2009,35,náutico,flamengo,0,2
2009,35,palmeiras,sport,2,2
2009,35,são paulo,vitória,2,0
2009,36,athlético-pr,cruzeiro,1,1
2009,36,atlético-mg,internacional,0,1
2009,36,botafogo-rj,são paulo,3,2
2009,36,corinthians,náutico,2,3
2009,36,flamengo,goiás,0,0
2009,36,grêmio,palmeiras,2,0
2009,36,santo andré,avaí,4,2
2009,36,santos,coritiba,4,0
2009,36,sport,fluminense,0,3
2009,36,vitória,barueri,2,1
2009,37,athlético-pr,botafogo-rj,2,0
2009,37,avaí,santos,2,2
2009,37,corinthians,flamengo,0,2
2009,37,cruzeiro,coritiba,4,1
2009,37,fluminense,vitória,4,0
2009,37,goiás,são paulo,4,2
2009,37,grêmio,barueri,4,2
2009,37,palmeiras,atlético-mg,3,1
2009,37,santo andré,náutico,5,3
2009,37,sport,internacional,1,2
2009,38,atlético-mg,corinthians,0,3
2009,38,barueri,athlético-pr,0,0
2009,38,botafogo-rj,palmeiras,2,1
2009,38,coritiba,fluminense,1,1
2009,38,flamengo,grêmio,2,1
2009,38,internacional,santo andré,4,1
2009,38,náutico,avaí,0,1
2009,38,santos,cruzeiro,1,2
2009,38,são paulo,sport,4,0
2009,38,vitória,goiás,2,2
2010,1,atlético-go,grêmio,0,0
2010,1,atlético-mg,vasco,2,1
2010,1,avaí,grêmio prudente,6,1
2010,1,botafogo-rj,santos,3,3
2010,1,ceará,fluminense,1,0
2010,1,corinthians,athlético-pr,2,1
2010,1,flamengo,são paulo,1,1
2010,1,guarani,goiás,1,0
2010,1,internacional,cruzeiro,1,2
2010,1,palmeiras,vitória,1,0
2010,2,athlético-pr,guarani,2,2
2010,2,cruzeiro,avaí,2,2
2010,2,fluminense,atlético-go,1,0
2010,2,goiás,internacional,2,3
2010,2,grêmio,corinthians,1,2
2010,2,grêmio prudente,atlético-mg,4,0
2010,2,santos,ceará,1,1
2010,2,são paulo,botafogo-rj,1,2
2010,2,vasco,palmeiras,0,0
2010,2,vitória,flamengo,1,1
2010,3,atlético-go,santos,1,2
2010,3,atlético-mg,athlético-pr,3,1
2010,3,avaí,vasco,2,0
2010,3,botafogo-rj,goiás,3,0
2010,3,ceará,vitória,1,0
2010,3,corinthians,fluminense,1,0
2010,3,flamengo,grêmio prudente,3,1
2010,3,guarani,cruzeiro,2,2
2010,3,internacional,são paulo,0,2
2010,3,palmeiras,grêmio,4,2
2010,4,athlético-pr,atlético-go,2,1
2010,4,cruzeiro,botafogo-rj,1,0
2010,4,fluminense,flamengo,2,1
2010,4,goiás,ceará,0,0
2010,4,grêmio,avaí,3,0
2010,4,grêmio prudente,corinthians,2,2
2010,4,santos,guarani,3,1
2010,4,são paulo,palmeiras,1,0
2010,4,vasco,internacional,3,2
2010,4,vitória,atlético-mg,4,3
2010,5,atlético-go,goiás,1,3
2010,5,atlético-mg,fluminense,1,3
2010,5,avaí,vitória,0,0
2010,5,botafogo-rj,vasco,1,1
2010,5,ceará,cruzeiro,1,0
2010,5,corinthians,santos,4,2
2010,5,flamengo,grêmio,1,1
2010,5,guarani,são paulo,0,0
2010,5,internacional,athlético-pr,4,1
2010,5,palmeiras,grêmio prudente,0,0
2010,6,athlético-pr,botafogo-rj,3,2
2010,6,ceará,avaí,2,0
2010,6,corinthians,internacional,2,0
2010,6,cruzeiro,santos,0,0
2010,6,fluminense,vitória,2,1
2010,6,goiás,são paulo,2,1
2010,6,grêmio,atlético-mg,2,1
2010,6,grêmio prudente,atlético-go,1,0
2010,6,palmeiras,flamengo,0,1
2010,6,vasco,guarani,0,1
2010,7,atlético-go,cruzeiro,2,1
2010,7,atlético-mg,ceará,0,1
2010,7,avaí,fluminense,0,3
2010,7,botafogo-rj,corinthians,2,2
2010,7,flamengo,goiás,1,2
2010,7,guarani,grêmio prudente,1,0
2010,7,internacional,palmeiras,1,1
2010,7,santos,vasco,4,0
2010,7,são paulo,grêmio,3,1
2010,7,vitória,athlético-pr,1,0
2010,8,athlético-pr,cruzeiro,0,2
2010,8,atlético-mg,atlético-go,3,2
2010,8,ceará,corinthians,0,0
2010,8,flamengo,botafogo-rj,1,0
2010,8,fluminense,grêmio prudente,1,1
2010,8,goiás,vasco,0,0
2010,8,grêmio,vitória,1,1
2010,8,guarani,internacional,0,3
2010,8,palmeiras,santos,2,1
2010,8,são paulo,avaí,1,2
2010,9,atlético-go,flamengo,0,1
2010,9,avaí,palmeiras,4,2
2010,9,botafogo-rj,guarani,1,1
2010,9,corinthians,atlético-mg,1,0
2010,9,cruzeiro,goiás,1,0
2010,9,grêmio prudente,grêmio,2,0
2010,9,internacional,ceará,2,1
2010,9,santos,fluminense,0,1
2010,9,vasco,athlético-pr,3,1
2010,9,vitória,são paulo,3,2
2010,10,athlético-pr,santos,2,0
2010,10,atlético-go,corinthians,3,1
2010,10,atlético-mg,internacional,1,2
2010,10,flamengo,avaí,1,1
2010,10,fluminense,cruzeiro,1,0
2010,10,grêmio,vasco,1,1
2010,10,guarani,ceará,1,1
2010,10,palmeiras,botafogo-rj,2,2
2010,10,são paulo,grêmio prudente,1,1
2010,10,vitória,goiás,2,2
2010,11,avaí,atlético-mg,0,0
2010,11,botafogo-rj,fluminense,1,1
2010,11,ceará,palmeiras,0,0
2010,11,corinthians,guarani,3,1
2010,11,cruzeiro,grêmio,2,2
2010,11,goiás,athlético-pr,0,2
2010,11,grêmio prudente,vitória,0,0
2010,11,internacional,flamengo,1,0
2010,11,santos,são paulo,1,0
2010,11,vasco,atlético-go,2,0
2010,12,atlético-go,guarani,1,1
2010,12,atlético-mg,cruzeiro,0,1
2010,12,avaí,goiás,4,1
2010,12,flamengo,vasco,0,0
2010,12,fluminense,athlético-pr,3,1
2010,12,grêmio prudente,santos,1,2
2010,12,internacional,grêmio,0,0
2010,12,palmeiras,corinthians,1,1
2010,12,são paulo,ceará,2,1
2010,12,vitória,botafogo-rj,1,3
2010,13,athlético-pr,são paulo,1,1
2010,13,botafogo-rj,atlético-mg,3,0
2010,13,ceará,atlético-go,0,0
2010,13,corinthians,flamengo,1,0
2010,13,cruzeiro,grêmio prudente,0,0
2010,13,goiás,palmeiras,1,1
2010,13,grêmio,fluminense,1,2
2010,13,guarani,avaí,4,1
2010,13,santos,internacional,1,0
2010,13,vasco,vitória,1,0
2010,14,atlético-go,botafogo-rj,0,2
2010,14,atlético-mg,guarani,3,1
2010,14,avaí,corinthians,3,2
2010,14,flamengo,ceará,1,0
2010,14,fluminense,internacional,3,0
2010,14,grêmio,goiás,2,0
2010,14,grêmio prudente,vasco,1,2
2010,14,palmeiras,athlético-pr,2,0
2010,14,são paulo,cruzeiro,2,2
2010,14,vitória,santos,4,2
2010,15,athlético-pr,flamengo,1,0
2010,15,botafogo-rj,avaí,1,0
2010,15,ceará,grêmio,2,1
2010,15,corinthians,são paulo,3,0
2010,15,cruzeiro,vitória,0,1
2010,15,goiás,grêmio prudente,1,2
2010,15,guarani,palmeiras,0,0
2010,15,internacional,atlético-go,1,1
2010,15,santos,atlético-mg,2,0
2010,15,vasco,fluminense,2,2
2010,16,avaí,internacional,0,1
2010,16,botafogo-rj,ceará,1,0
2010,16,cruzeiro,corinthians,1,0
2010,16,flamengo,atlético-mg,0,0
2010,16,goiás,fluminense,0,3
2010,16,grêmio,santos,1,2
2010,16,grêmio prudente,athlético-pr,0,1
2010,16,palmeiras,atlético-go,0,3
2010,16,são paulo,vasco,0,0
2010,16,vitória,guarani,1,1
2010,17,athlético-pr,grêmio,1,1
2010,17,atlético-go,avaí,2,2
2010,17,atlético-mg,palmeiras,1,2
2010,17,ceará,grêmio prudente,2,2
2010,17,corinthians,vitória,2,1
2010,17,fluminense,são paulo,2,2
2010,17,guarani,flamengo,2,1
2010,17,internacional,botafogo-rj,1,0
2010,17,santos,goiás,2,0
2010,17,vasco,cruzeiro,1,1
2010,18,athlético-pr,ceará,2,1
2010,18,cruzeiro,flamengo,1,0
2010,18,fluminense,palmeiras,1,1
2010,18,goiás,atlético-mg,1,3
2010,18,grêmio,guarani,1,0
2010,18,grêmio prudente,botafogo-rj,0,1
2010,18,santos,avaí,2,1
2010,18,são paulo,atlético-go,2,1
2010,18,vasco,corinthians,2,0
2010,18,vitória,internacional,0,0
2010,19,atlético-go,vitória,4,1
2010,19,atlético-mg,são paulo,2,3
2010,19,avaí,athlético-pr,0,1
2010,19,botafogo-rj,grêmio,2,2
2010,19,ceará,vasco,0,2
2010,19,corinthians,goiás,5,1
2010,19,flamengo,santos,0,0
2010,19,guarani,fluminense,2,1
2010,19,internacional,grêmio prudente,2,0
2010,19,palmeiras,cruzeiro,2,3
2010,20,athlético-pr,corinthians,1,1
2010,20,cruzeiro,internacional,1,0
2010,20,fluminense,ceará,3,1
2010,20,goiás,guarani,3,1
2010,20,grêmio,atlético-go,2,0
2010,20,grêmio prudente,avaí,1,1
2010,20,santos,botafogo-rj,0,1
2010,20,são paulo,flamengo,2,0
2010,20,vasco,atlético-mg,1,1
2010,20,vitória,palmeiras,1,1
2010,21,atlético-go,fluminense,2,1
2010,21,atlético-mg,grêmio prudente,1,0
2010,21,avaí,cruzeiro,1,2
2010,21,botafogo-rj,são paulo,2,0
2010,21,ceará,santos,2,1
2010,21,corinthians,grêmio,0,1
2010,21,flamengo,vitória,2,2
2010,21,guarani,athlético-pr,1,0
2010,21,internacional,goiás,0,0
2010,21,palmeiras,vasco,0,0
2010,22,athlético-pr,atlético-mg,2,1
2010,22,cruzeiro,guarani,4,2
2010,22,fluminense,corinthians,1,2
2010,22,goiás,botafogo-rj,4,1
2010,22,grêmio,palmeiras,1,2
2010,22,grêmio prudente,flamengo,1,2
2010,22,santos,atlético-go,4,2
2010,22,são paulo,internacional,1,3
2010,22,vasco,avaí,1,1
2010,22,vitória,ceará,0,0
2010,23,atlético-go,athlético-pr,1,2
2010,23,atlético-mg,vitória,2,3
2010,23,avaí,grêmio,0,3
2010,23,botafogo-rj,cruzeiro,2,2
2010,23,ceará,goiás,1,1
2010,23,corinthians,grêmio prudente,3,0
2010,23,flamengo,fluminense,3,3
2010,23,guarani,santos,0,0
2010,23,internacional,vasco,1,0
2010,23,palmeiras,são paulo,0,2
2010,24,athlético-pr,internacional,1,0
2010,24,cruzeiro,ceará,2,0
2010,24,fluminense,atlético-mg,5,1
2010,24,goiás,atlético-go,1,3
2010,24,grêmio,flamengo,2,2
2010,24,grêmio prudente,palmeiras,0,1
2010,24,santos,corinthians,2,3
2010,24,são paulo,guarani,2,1
2010,24,vasco,botafogo-rj,2,2
2010,24,vitória,avaí,3,0
2010,25,atlético-go,grêmio prudente,3,0
2010,25,atlético-mg,grêmio,1,2
2010,25,avaí,ceará,5,0
2010,25,botafogo-rj,athlético-pr,1,1
2010,25,flamengo,palmeiras,1,3
2010,25,guarani,vasco,1,0
2010,25,internacional,corinthians,3,2
2010,25,santos,cruzeiro,4,1
2010,25,são paulo,goiás,0,3
2010,25,vitória,fluminense,1,2
2010,26,athlético-pr,vitória,1,0
2010,26,ceará,atlético-mg,0,0
2010,26,corinthians,botafogo-rj,1,1
2010,26,cruzeiro,atlético-go,3,0
2010,26,fluminense,avaí,1,0
2010,26,goiás,flamengo,1,1
2010,26,grêmio,são paulo,4,2
2010,26,grêmio prudente,guarani,4,2
2010,26,palmeiras,internacional,2,0
2010,26,vasco,santos,3,1
2010,27,atlético-go,atlético-mg,2,3
2010,27,avaí,são paulo,0,0
2010,27,botafogo-rj,flamengo,1,1
2010,27,corinthians,ceará,2,2
2010,27,cruzeiro,athlético-pr,0,0
2010,27,grêmio prudente,fluminense,1,1
2010,27,internacional,guarani,3,0
2010,27,santos,palmeiras,1,1
2010,27,vasco,goiás,3,2
2010,27,vitória,grêmio,0,3
2010,28,athlético-pr,vasco,0,0
2010,28,atlético-mg,corinthians,2,1
2010,28,ceará,internacional,1,0
2010,28,flamengo,atlético-go,2,0
2010,28,fluminense,santos,0,3
2010,28,goiás,cruzeiro,0,1
2010,28,grêmio,grêmio prudente,4,0
2010,28,guarani,botafogo-rj,1,1
2010,28,palmeiras,avaí,4,1
2010,28,são paulo,vitória,2,0
2010,29,avaí,flamengo,2,2
2010,29,botafogo-rj,palmeiras,0,0
2010,29,ceará,guarani,2,0
2010,29,corinthians,atlético-go,3,4
2010,29,cruzeiro,fluminense,1,0
2010,29,goiás,vitória,1,0
2010,29,grêmio prudente,são paulo,2,3
2010,29,internacional,atlético-mg,1,0
2010,29,santos,athlético-pr,2,0
2010,29,vasco,grêmio,3,3
2010,30,athlético-pr,goiás,2,1
2010,30,atlético-go,vasco,2,0
2010,30,atlético-mg,avaí,2,0
2010,30,flamengo,internacional,3,0
2010,30,fluminense,botafogo-rj,0,0
2010,30,grêmio,cruzeiro,2,1
2010,30,guarani,corinthians,0,0
2010,30,palmeiras,ceará,1,1
2010,30,são paulo,santos,4,3
2010,30,vitória,grêmio prudente,2,0
2010,31,athlético-pr,fluminense,2,2
2010,31,botafogo-rj,vitória,1,0
2010,31,ceará,são paulo,2,0
2010,31,corinthians,palmeiras,1,0
2010,31,cruzeiro,atlético-mg,3,4
2010,31,goiás,avaí,1,0
2010,31,grêmio,internacional,2,2
2010,31,guarani,atlético-go,0,1
2010,31,santos,grêmio prudente,2,3
2010,31,vasco,flamengo,1,1
2010,32,atlético-go,ceará,1,1
2010,32,atlético-mg,botafogo-rj,0,2
2010,32,avaí,guarani,1,0
2010,32,flamengo,corinthians,1,1
2010,32,fluminense,grêmio,2,0
2010,32,grêmio prudente,cruzeiro,0,2
2010,32,internacional,santos,1,1
2010,32,palmeiras,goiás,3,2
2010,32,são paulo,athlético-pr,2,1
2010,32,vitória,vasco,4,2
2010,33,athlético-pr,palmeiras,1,0
2010,33,botafogo-rj,atlético-go,3,2
2010,33,ceará,flamengo,2,2
2010,33,corinthians,avaí,4,0
2010,33,cruzeiro,são paulo,0,2
2010,33,goiás,grêmio,0,2
2010,33,guarani,atlético-mg,0,0
2010,33,internacional,fluminense,0,0
2010,33,santos,vitória,1,1
2010,33,vasco,grêmio prudente,2,1
2010,34,atlético-go,internacional,2,2
2010,34,atlético-mg,santos,2,2
2010,34,avaí,botafogo-rj,0,0
2010,34,flamengo,athlético-pr,0,1
2010,34,fluminense,vasco,1,0
2010,34,grêmio,ceará,5,1
2010,34,grêmio prudente,goiás,4,1
2010,34,palmeiras,guarani,1,0
2010,34,são paulo,corinthians,0,2
2010,34,vitória,cruzeiro,0,1
2010,35,athlético-pr,grêmio prudente,2,1
2010,35,atlético-go,palmeiras,3,0
2010,35,atlético-mg,flamengo,4,1
2010,35,ceará,botafogo-rj,2,2
2010,35,corinthians,cruzeiro,1,0
2010,35,fluminense,goiás,1,1
2010,35,guarani,vitória,1,1
2010,35,internacional,avaí,2,3
2010,35,santos,grêmio,0,0
2010,35,vasco,são paulo,1,1
2010,36,avaí,atlético-go,3,0
2010,36,botafogo-rj,internacional,1,2
2010,36,cruzeiro,vasco,3,1
2010,36,flamengo,guarani,2,1
2010,36,goiás,santos,1,4
2010,36,grêmio,athlético-pr,3,1
2010,36,grêmio prudente,ceará,1,1
2010,36,palmeiras,atlético-mg,0,2
2010,36,são paulo,fluminense,1,4
2010,36,vitória,corinthians,1,1
2010,37,atlético-go,são paulo,1,1
2010,37,atlético-mg,goiás,3,1
2010,37,avaí,santos,3,2
2010,37,botafogo-rj,grêmio prudente,3,1
2010,37,ceará,athlético-pr,1,1
2010,37,corinthians,vasco,2,0
2010,37,flamengo,cruzeiro,1,2
2010,37,guarani,grêmio,0,3
2010,37,internacional,vitória,1,1
2010,37,palmeiras,fluminense,1,2
2010,38,athlético-pr,avaí,1,0
2010,38,cruzeiro,palmeiras,2,1
2010,38,fluminense,guarani,1,0
2010,38,goiás,corinthians,1,1
2010,38,grêmio,botafogo-rj,3,0
2010,38,grêmio prudente,internacional,0,3
2010,38,santos,flamengo,0,0
2010,38,são paulo,atlético-mg,4,0
2010,38,vasco,ceará,2,0
2010,38,vitória,atlético-go,0,0
2011,1,américa-mg,bahia,2,1
2011,1,atlético-mg,athlético-pr,3,0
2011,1,ceará,vasco,1,3
2011,1,coritiba,atlético-go,0,1
2011,1,figueirense,cruzeiro,1,0
2011,1,flamengo,avaí,4,0
2011,1,fluminense,são paulo,0,2
2011,1,grêmio,corinthians,1,2
2011,1,palmeiras,botafogo-rj,1,0
2011,1,santos,internacional,1,1
2011,2,athlético-pr,grêmio,0,1
2011,2,atlético-go,fluminense,0,1
2011,2,avaí,atlético-mg,1,3
2011,2,bahia,flamengo,3,3
2011,2,botafogo-rj,santos,1,0
2011,2,corinthians,coritiba,2,1
2011,2,cruzeiro,palmeiras,1,1
2011,2,internacional,ceará,0,1
2011,2,são paulo,figueirense,1,0
2011,2,vasco,américa-mg,3,0
2011,3,américa-mg,internacional,2,4
2011,3,atlético-mg,são paulo,0,1
2011,3,ceará,botafogo-rj,2,2
2011,3,coritiba,vasco,5,1
2011,3,figueirense,atlético-go,2,0
2011,3,flamengo,corinthians,1,1
2011,3,fluminense,cruzeiro,2,1
2011,3,grêmio,bahia,2,0
2011,3,palmeiras,athlético-pr,1,0
2011,3,santos,avaí,3,1
2011,4,athlético-pr,flamengo,1,1
2011,4,atlético-go,ceará,4,1
2011,4,avaí,américa-mg,2,2
2011,4,bahia,atlético-mg,1,1
2011,4,botafogo-rj,coritiba,3,1
2011,4,corinthians,fluminense,2,0
2011,4,cruzeiro,santos,1,1
2011,4,internacional,palmeiras,2,2
2011,4,são paulo,grêmio,3,1
2011,4,vasco,figueirense,1,1
2011,5,américa-mg,cruzeiro,1,1
2011,5,atlético-mg,atlético-go,2,2
2011,5,ceará,são paulo,0,2
2011,5,coritiba,internacional,1,1
2011,5,figueirense,athlético-pr,2,0
2011,5,flamengo,botafogo-rj,0,0
2011,5,fluminense,bahia,0,1
2011,5,grêmio,vasco,1,1
2011,5,palmeiras,avaí,5,0
2011,5,santos,corinthians,0,0
2011,6,athlético-pr,bahia,0,2
2011,6,atlético-go,vasco,0,1
2011,6,avaí,fluminense,0,1
2011,6,botafogo-rj,grêmio,2,1
2011,6,ceará,palmeiras,2,0
2011,6,corinthians,são paulo,5,0
2011,6,cruzeiro,coritiba,2,1
2011,6,flamengo,atlético-mg,4,1
2011,6,internacional,figueirense,4,1
2011,6,santos,américa-mg,1,0
2011,7,américa-mg,flamengo,2,3
2011,7,atlético-mg,internacional,0,4
2011,7,bahia,corinthians,0,1
2011,7,coritiba,ceará,3,1
2011,7,figueirense,santos,2,1
2011,7,fluminense,athlético-pr,3,1
2011,7,grêmio,avaí,2,2
2011,7,palmeiras,atlético-go,2,0
2011,7,são paulo,botafogo-rj,0,2
2011,7,vasco,cruzeiro,0,3
2011,8,américa-mg,palmeiras,1,1
2011,8,avaí,bahia,2,2
2011,8,botafogo-rj,atlético-go,1,1
2011,8,ceará,atlético-mg,3,0
2011,8,corinthians,vasco,2,1
2011,8,coritiba,figueirense,3,0
2011,8,cruzeiro,grêmio,2,0
2011,8,flamengo,são paulo,1,0
2011,8,internacional,athlético-pr,1,0
2011,8,santos,fluminense,2,1
2011,9,athlético-pr,avaí,0,0
2011,9,atlético-go,corinthians,0,1
2011,9,atlético-mg,américa-mg,2,0
2011,9,bahia,botafogo-rj,1,1
2011,9,figueirense,ceará,1,1
2011,9,fluminense,flamengo,0,1
2011,9,grêmio,coritiba,2,0
2011,9,palmeiras,santos,3,0
2011,9,são paulo,cruzeiro,2,1
2011,9,vasco,internacional,2,0
2011,10,atlético-go,avaí,0,1
2011,10,botafogo-rj,corinthians,0,2
2011,10,ceará,américa-mg,4,0
2011,10,coritiba,fluminense,3,1
2011,10,cruzeiro,bahia,2,1
2011,10,figueirense,grêmio,0,0
2011,10,internacional,são paulo,0,3
2011,10,palmeiras,flamengo,0,0
2011,10,santos,atlético-mg,2,1
2011,10,vasco,athlético-pr,2,1
2011,11,américa-mg,figueirense,0,0
2011,11,athlético-pr,botafogo-rj,2,1
2011,11,atlético-mg,vasco,1,2
2011,11,avaí,internacional,1,3
2011,11,bahia,coritiba,0,0
2011,11,corinthians,cruzeiro,0,1
2011,11,flamengo,ceará,1,1
2011,11,fluminense,palmeiras,1,0
2011,11,grêmio,santos,1,0
2011,11,são paulo,atlético-go,2,2
2011,12,atlético-go,cruzeiro,2,0
2011,12,atlético-mg,fluminense,1,0
2011,12,botafogo-rj,avaí,2,1
2011,12,ceará,athlético-pr,2,1
2011,12,corinthians,internacional,1,0
2011,12,coritiba,são paulo,3,4
2011,12,figueirense,palmeiras,0,1
2011,12,grêmio,américa-mg,1,1
2011,12,santos,flamengo,4,5
2011,12,vasco,bahia,1,1
2011,13,américa-mg,coritiba,1,3
2011,13,athlético-pr,santos,3,2
2011,13,avaí,corinthians,3,2
2011,13,bahia,figueirense,3,1
2011,13,cruzeiro,botafogo-rj,0,1
2011,13,flamengo,grêmio,2,0
2011,13,fluminense,ceará,4,0
2011,13,internacional,atlético-go,0,0
2011,13,palmeiras,atlético-mg,3,2
2011,13,são paulo,vasco,0,2
2011,14,atlético-go,athlético-pr,0,3
2011,14,ceará,avaí,0,3
2011,14,corinthians,américa-mg,2,1
2011,14,coritiba,palmeiras,1,1
2011,14,cruzeiro,flamengo,0,1
2011,14,figueirense,botafogo-rj,2,0
2011,14,fluminense,internacional,2,0
2011,14,grêmio,atlético-mg,2,2
2011,14,são paulo,bahia,3,0
2011,14,vasco,santos,2,0
2011,15,américa-mg,fluminense,3,0
2011,15,athlético-pr,corinthians,1,1
2011,15,atlético-mg,figueirense,1,2
2011,15,avaí,são paulo,1,2
2011,15,bahia,atlético-go,2,1
2011,15,botafogo-rj,vasco,4,0
2011,15,flamengo,coritiba,1,0
2011,15,internacional,cruzeiro,3,2
2011,15,palmeiras,grêmio,0,0
2011,15,santos,ceará,1,0
2011,16,atlético-go,santos,2,0
2011,16,bahia,internacional,1,1
2011,16,botafogo-rj,américa-mg,4,2
2011,16,corinthians,ceará,2,2
2011,16,coritiba,atlético-mg,3,0
2011,16,cruzeiro,avaí,5,0
2011,16,figueirense,flamengo,2,2
2011,16,grêmio,fluminense,2,1
2011,16,são paulo,athlético-pr,2,2
2011,16,vasco,palmeiras,1,0
2011,17,américa-mg,são paulo,1,1
2011,17,athlético-pr,cruzeiro,2,1
2011,17,atlético-mg,corinthians,2,3
2011,17,avaí,vasco,0,2
2011,17,ceará,grêmio,3,0
2011,17,flamengo,atlético-go,1,4
2011,17,fluminense,figueirense,3,0
2011,17,internacional,botafogo-rj,1,0
2011,17,palmeiras,bahia,1,1
2011,17,santos,coritiba,2,3
2011,18,athlético-pr,américa-mg,2,2
2011,18,atlético-go,grêmio,1,0
2011,18,avaí,coritiba,0,0
2011,18,bahia,santos,1,2
2011,18,botafogo-rj,atlético-mg,3,1
2011,18,corinthians,figueirense,0,2
2011,18,cruzeiro,ceará,1,0
2011,18,internacional,flamengo,2,2
2011,18,são paulo,palmeiras,1,1
2011,18,vasco,fluminense,1,1
2011,19,américa-mg,atlético-go,1,2
2011,19,atlético-mg,cruzeiro,1,2
2011,19,ceará,bahia,3,0
2011,19,coritiba,athlético-pr,1,1
2011,19,figueirense,avaí,2,3
2011,19,flamengo,vasco,0,0
2011,19,fluminense,botafogo-rj,1,2
2011,19,grêmio,internacional,2,1
2011,19,palmeiras,corinthians,2,1
2011,19,santos,são paulo,1,1
2011,20,athlético-pr,atlético-mg,0,1
2011,20,atlético-go,coritiba,3,1
2011,20,avaí,flamengo,3,2
2011,20,bahia,américa-mg,0,0
2011,20,botafogo-rj,palmeiras,3,1
2011,20,corinthians,grêmio,3,2
2011,20,cruzeiro,figueirense,2,4
2011,20,internacional,santos,3,3
2011,20,são paulo,fluminense,1,2
2011,20,vasco,ceará,3,1
2011,21,américa-mg,vasco,4,1
2011,21,atlético-mg,avaí,2,0
2011,21,ceará,internacional,1,1
2011,21,coritiba,corinthians,1,0
2011,21,figueirense,são paulo,1,2
2011,21,flamengo,bahia,1,3
2011,21,fluminense,atlético-go,3,2
2011,21,grêmio,athlético-pr,4,0
2011,21,palmeiras,cruzeiro,1,1
2011,21,santos,botafogo-rj,2,0
2011,22,athlético-pr,palmeiras,2,2
2011,22,atlético-go,figueirense,1,1
2011,22,avaí,santos,1,2
2011,22,bahia,grêmio,1,2
2011,22,botafogo-rj,ceará,4,0
2011,22,corinthians,flamengo,2,1
2011,22,cruzeiro,fluminense,1,2
2011,22,internacional,américa-mg,4,2
2011,22,são paulo,atlético-mg,2,1
2011,22,vasco,coritiba,2,0
2011,23,américa-mg,avaí,2,2
2011,23,atlético-mg,bahia,2,0
2011,23,ceará,atlético-go,1,1
2011,23,coritiba,botafogo-rj,5,0
2011,23,figueirense,vasco,1,1
2011,23,flamengo,athlético-pr,1,2
2011,23,fluminense,corinthians,1,0
2011,23,grêmio,são paulo,1,0
2011,23,palmeiras,internacional,0,3
2011,23,santos,cruzeiro,1,0
2011,24,athlético-pr,figueirense,0,0
2011,24,atlético-go,atlético-mg,1,0
2011,24,avaí,palmeiras,1,1
2011,24,bahia,fluminense,3,0
2011,24,botafogo-rj,flamengo,1,1
2011,24,corinthians,santos,1,3
2011,24,cruzeiro,américa-mg,0,0
2011,24,internacional,coritiba,1,1
2011,24,são paulo,ceará,4,0
2011,24,vasco,grêmio,4,0
2011,25,américa-mg,santos,1,2
2011,25,atlético-mg,flamengo,1,1
2011,25,bahia,athlético-pr,1,0
2011,25,coritiba,cruzeiro,2,1
2011,25,figueirense,internacional,1,1
2011,25,fluminense,avaí,3,1
2011,25,grêmio,botafogo-rj,0,1
2011,25,palmeiras,ceará,1,0
2011,25,são paulo,corinthians,0,0
2011,25,vasco,atlético-go,1,1
2011,26,athlético-pr,fluminense,1,1
2011,26,atlético-go,palmeiras,1,1
2011,26,avaí,grêmio,1,2
2011,26,botafogo-rj,são paulo,2,2
2011,26,ceará,coritiba,3,2
2011,26,corinthians,bahia,1,0
2011,26,cruzeiro,vasco,0,3
2011,26,flamengo,américa-mg,2,1
2011,26,internacional,atlético-mg,2,1
2011,26,santos,figueirense,2,3
2011,27,athlético-pr,internacional,2,0
2011,27,atlético-go,botafogo-rj,2,0
2011,27,atlético-mg,ceará,1,1
2011,27,bahia,avaí,3,2
2011,27,figueirense,coritiba,0,0
2011,27,fluminense,santos,3,2
2011,27,grêmio,cruzeiro,2,0
2011,27,palmeiras,américa-mg,1,1
2011,27,são paulo,flamengo,1,2
2011,27,vasco,corinthians,2,2
2011,28,américa-mg,atlético-mg,0,0
2011,28,avaí,athlético-pr,3,0
2011,28,botafogo-rj,bahia,2,2
2011,28,ceará,figueirense,1,1
2011,28,corinthians,atlético-go,3,0
2011,28,coritiba,grêmio,2,0
2011,28,cruzeiro,são paulo,3,3
2011,28,flamengo,fluminense,3,2
2011,28,internacional,vasco,3,0
2011,28,santos,palmeiras,1,0
2011,29,américa-mg,ceará,4,1
2011,29,athlético-pr,vasco,2,2
2011,29,atlético-mg,santos,2,1
2011,29,avaí,atlético-go,2,2
2011,29,bahia,cruzeiro,0,0
2011,29,corinthians,botafogo-rj,0,2
2011,29,flamengo,palmeiras,1,1
2011,29,fluminense,coritiba,3,1
2011,29,grêmio,figueirense,1,3
2011,29,são paulo,internacional,0,0
2011,30,atlético-go,são paulo,3,0
2011,30,botafogo-rj,athlético-pr,2,0
2011,30,ceará,flamengo,0,1
2011,30,coritiba,bahia,0,0
